_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,282_payment_method_that_purchase,283_fulfill_needs,300_did_not_find,237_distance_household_interviewee,299_means_transportation_consumer,238_frequency_buying_store,284_additional_products_store,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,304_additional_services_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,storefront_picture_just_once_if_possible
ac59c325-9502-4e83-9317-bab5afaf1a56,"November 18, 2022",2022-11-18 22:53:40 UTC,Sandra Carreón,SRID=4326;POINT(-98.1986783663 19.0440182279),19.04401823,-98.19867837,Efectivo,yes,,más de 10 cuadras,Automóvil,2,,Banco,no,Sistema de agua,no,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),no,yes,Recargas ,3,10,1,100,60,19,Male,Cafeteria,Tortas La rana,
44a828cf-2085-4889-bc34-0ade8ae6ed91,"November 11, 2022",2022-11-18 22:32:37 UTC,Juan Chimas,SRID=4326;POINT(-98.1953940913 19.0476993375),19.04769934,-98.19539409,Efectivo,yes,,más de 10 cuadras,Automóvil,1,,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Tienda de conveniencia (e.g. OXXO),no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,Tienda de conveniencia (e.g. OXXO),no,no,,1,7,2,200,100,30,Female,Artículos del hogar,SUPER & ALMACENES AW,1 Photo
ca4b381e-902e-48da-8bd8-3737158e7b12,"November 18, 2022",2022-11-18 22:31:49 UTC,Juan Chimas,SRID=4326;POINT(-98.1986976349 19.0440174761),19.04401748,-98.19869763,Efectivo,yes,,más de 10 cuadras,Automóvil,1,,Supermercado,yes,Supermercado,yes,Supermercado,yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,yes,no,,9,12,0,200,60,19,Male,Cafeteria,Tortas la ranita ,
6a2d1c31-e645-433a-88ba-656b315ccdf4,"November 4, 2022",2022-11-18 20:48:36 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1967948964 19.0424989303),19.04249893,-98.1967949,Efectivo,yes,,más de 10 cuadras,Transporte público,2,,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tiendita,,Tiendita,,no,,2,0,0,70,50,19,Female,Cafeteria,Tortas Ana desde 1962,1 Photo
0fb99ca8-00f2-4abd-afe4-9372f1a19c9c,"November 4, 2022",2022-11-18 20:48:35 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1955483959 19.0412854029),19.0412854,-98.1955484,Tarjeta de débito y/o crédito,yes,,más de 10 cuadras,Automóvil,1,,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,,6,10,1,250,150,44,Male,Grocery store (aka. nanostore),Talaveria Salazar ,1 Photo
a1f4c27d-d7b1-49e3-8296-d22caf5b9966,"November 4, 2022",2022-11-18 20:48:35 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1957725536 19.0412818022),19.0412818,-98.19577255,Efectivo,yes,,15km,Automóvil,1,,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,,2,0,0,200,100,20,Female,Grocery store (aka. nanostore),Bazar los sapos ,1 Photo
a94da4a7-6ef7-49a6-a057-ea37bcb63379,"November 4, 2022",2022-11-18 20:48:34 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1968609397 19.0406161218),19.04061612,-98.19686094,Efectivo,yes,,4 a 6 cuadras,A pie,1,,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,,2,0,0,100,100,21,Female,Grocery store (aka. nanostore),Artesanía étnica,1 Photo
dc9ddbd1-82d6-4514-babc-d81bd06af50a,"November 4, 2022",2022-11-18 20:48:34 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1966566029 19.0406365313),19.04063653,-98.1966566,Tarjeta de débito y/o crédito,yes,,10km,Automóvil,1,,CFE,no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,yes,Envios,3,0,0,150,150,27,Male,Grocery store (aka. nanostore),Manos de la tierra ,1 Photo
144ead85-5929-423f-9a86-b326237e526a,"November 4, 2022",2022-11-18 20:48:33 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1965942247 19.0407717288),19.04077173,-98.19659422,Efectivo,yes,,más de 10 cuadras,Motocicleta,1,,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,,2,5,0,100,100,19,Male,Grocery store (aka. nanostore),De Los Ángeles galería de arte ,1 Photo
f3426f94-de9d-40fc-949d-790f39cae545,"November 4, 2022",2022-11-18 20:48:33 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1961647804 19.0420627987),19.0420628,-98.19616478,Efectivo,yes,,más de 10 cuadras,Transporte público,1,,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,,1,0,0,100,100,32,Female,Grocery store (aka. nanostore),Boutique ,1 Photo
ca908976-2ea8-4e0b-bacd-e01d05d7e6ac,"November 5, 2022",2022-11-18 17:40:33 UTC,Gustavo Manzanilla,SRID=4326;POINT(-98.2206574827 19.0427584995),19.0427585,-98.22065748,Tarjeta de débito y/o crédito,yes,,más de 10 cuadras,Automóvil,1,,Tienda de conveniencia (e.g. OXXO),no,"Tienda de conveniencia (e.g. OXXO),app",no,"Tienda de conveniencia (e.g. OXXO),int",no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO),apps de banco",no,no,,0,20,0,50,50,25,Female,Micro-restaurant (aka. fondita),King pollo,1 Photo
4c411bd9-ac25-490d-8aa6-4081fe004b24,"November 11, 2022",2022-11-18 17:24:25 UTC,Juan Chimas,SRID=4326;POINT(-98.1972498447 19.0486142796),19.04861428,-98.19724984,Efectivo,yes,,más de 10 cuadras,Transporte público,1,,CFE,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,,0,0,0,0,0,50,Female,Grocery store (aka. nanostore),Dulcerías Candy,1 Photo
14660d72-0a8d-4279-8f5d-1ed895b42867,"November 17, 2022",2022-11-18 13:30:16 UTC,Fernando Báez,SRID=4326;POINT(-98.2011140488 19.0437195048),19.0437195,-98.20111405,Efectivo,yes,,más de 10 cuadras,Automóvil,2,,"Banco,CFE",no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",,No lo hago,no,no,,0,0,0,30,20,38,Female,Grocery store (aka. nanostore),Antojitos Tomy,
b969aaf4-b20d-43c0-8f3a-56413f410929,"November 17, 2022",2022-11-18 13:30:16 UTC,Fernando Báez,SRID=4326;POINT(-98.2014519576 19.043857492),19.04385749,-98.20145196,Tarjeta de débito y/o crédito,yes,,más de 10 cuadras,Automóvil,3,,"Banco,CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,,0,0,0,30,15,22,Male,Micro-restaurant (aka. fondita),Las brisas,
24102827-b1c9-43f1-8cfe-4b47b994f6a9,"November 17, 2022",2022-11-18 13:30:16 UTC,Fernando Báez,SRID=4326;POINT(-98.2014865002 19.0437819209),19.04378192,-98.2014865,Efectivo,yes,,más de 10 cuadras,Transporte público,2,,CFE,no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",,No lo hago,no,no,,6,5,3,60,20,19,Female,Grocery store (aka. nanostore),Mini super siete hermanos ,
420c96df-f06a-431e-b53a-e08eab5a62cf,"November 17, 2022",2022-11-18 13:30:15 UTC,Fernando Báez,SRID=4326;POINT(-98.2012805292 19.0438600744),19.04386007,-98.20128053,Efectivo,yes,,más de 10 cuadras,Transporte público,1,,"Banco,CFE,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",,No lo hago,no,no,,5,3,0,20,15,22,Female,Grocery store (aka. nanostore),Lulu ,
5d761e23-65e4-42ad-9821-2fda69c86123,"November 17, 2022",2022-11-18 13:30:15 UTC,Fernando Báez,SRID=4326;POINT(-98.2020500548 19.0452796876),19.04527969,-98.20205005,Efectivo,yes,,más de 10 cuadras,Transporte público,2,,"CFE,Tienda de conveniencia (e.g. OXXO)",no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,,0,0,0,15,10,36,Male,Grocery store (aka. nanostore),La ranita v,1 Photo
8df7cb18-dd6c-4616-afae-b5fa396b35dd,"November 17, 2022",2022-11-18 13:30:14 UTC,Fernando Báez,SRID=4326;POINT(-98.2021424021 19.0453170949),19.04531709,-98.2021424,Efectivo,yes,,7 a 10 cuadras,A pie,1,,"CFE,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,,3,0,0,20,10,17,Male,Grocery store (aka. nanostore),La michoacana ,1 Photo
1f115f77-19fc-42bb-8010-2eb75efafb0e,"November 17, 2022",2022-11-18 13:30:14 UTC,Fernando Báez,SRID=4326;POINT(-98.2020580896 19.04525234),19.04525234,-98.20205809,Efectivo,yes,,más de 10 cuadras,Transporte público,1,,CFE,no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",,Tienda de conveniencia (e.g. OXXO),no,no,,2,3,0,30,10,17,Male,Grocery store (aka. nanostore),La michoacana ,1 Photo
2a8b2654-f1e5-4810-91c9-9222c6df649c,"November 17, 2022",2022-11-18 13:30:13 UTC,Fernando Báez,SRID=4326;POINT(-98.2001472512 19.0441562066),19.04415621,-98.20014725,Efectivo,yes,,más de 10 cuadras,Automóvil,1,,"CFE,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",,No lo hago,no,no,,2,0,0,30,20,20,Male,Grocery store (aka. nanostore),Guadalupe ,
6c40ecf8-b4cd-4584-8841-0a1b33c77569,"November 17, 2022",2022-11-18 13:30:13 UTC,Fernando Báez,SRID=4326;POINT(-98.1998416229 19.0441080973),19.0441081,-98.19984162,Efectivo,yes,,más de 10 cuadras,Transporte público,3,,CFE,yes,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),no,no,,1,0,0,40,40,22,Male,Grocery store (aka. nanostore),Óptica Ah,
a22e0807-6378-4912-a5eb-36405d4ae1ff,"November 17, 2022",2022-11-17 22:14:42 UTC,Sergio Licea,SRID=4326;POINT(-98.202198185 19.0450390995),19.0450391,-98.20219819,Efectivo,yes,,más de 10 cuadras,Transporte público,1,,CFE,yes,Supermercado,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,no,,5,0,0,60,50,21,Female,Grocery store (aka. nanostore),"La Ranita ""V""",
71c64b7c-93f2-4a8f-a454-a50ffcf31553,"November 17, 2022",2022-11-17 21:14:01 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,Efectivo,yes,,4 a 6 cuadras,Automóvil,4,,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,yes,yes,Pago de servicios ,0,0,0,20,5,35,Female,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo
9eeb7add-d434-403d-8e90-55ee4ed27936,"November 17, 2022",2022-11-17 21:11:38 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,No realizó compras,no,Latas de atún,0 a 3 cuadras,A pie,2,,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,,5,3,0,40,20,20,Male,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo
f81acc8f-5e14-4b55-8cfa-ebda6e9a4b02,"November 17, 2022",2022-11-17 21:09:04 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,Efectivo,yes,,4 a 6 cuadras,Motocicleta,2,,Supermercado,yes,Banco,yes,Proveedor de gas,no,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Envios de dinero,0,2,0,10,0,35,Female,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo
1b3ca0df-1a38-4e64-9c39-a5f310cfc980,"November 17, 2022",2022-11-17 21:05:23 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,No realizó compras,no,Cacahuates japoneses,0 a 3 cuadras,Bicicleta,1,Sabritas de limón y Coca Cola de café,Banco,yes,Banco,yes,Proveedor de gas,yes,No lo hago,no,Banco,yes,yes,pago de servicios,0,0,0,20,5,40,Female,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo
c95ad8ce-9634-4668-92ac-a1a69be2621d,"November 17, 2022",2022-11-17 20:52:50 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,Efectivo,yes,,0 a 3 cuadras,A pie,2,,CFE,yes,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,recargas,0,0,0,0,0,55,Male,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo
56256fc7-3e24-41fe-9685-55a6ed3c503f,"November 16, 2022",2022-11-17 20:08:06 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2695870101 19.0021369586),19.00213696,-98.26958701,Efectivo,yes,,más de 10 cuadras,Automóvil,2,,No lo hago,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,,4,6,3,100,150,19,Female,Cafeteria,Nevaflora,
cb8702fa-3cbd-4aac-98b1-2c9949dafac6,"November 16, 2022",2022-11-17 18:39:09 UTC,Edward González,SRID=4326;POINT(-98.2035612633 19.0460500505),19.04605005,-98.20356126,Efectivo,yes,,4 a 6 cuadras,A pie,7,,CFE,no,Sistema de agua,yes,Proveedor de gas,yes,No lo hago,no,Tienda de conveniencia (e.g. OXXO),yes,yes,"Pagar teléfono, luz, internet",5,5,5,500,500,58,Male,Grocery store (aka. nanostore),Abarrores Vinos y Licores La Ranita,1 Photo
202e93e9-b2b1-4874-9875-45757166f7b6,"November 17, 2022",2022-11-17 18:25:52 UTC,Francisco Adán,SRID=4326;POINT(-98.2002077 19.0423381),19.0423381,-98.2002077,Tarjeta de débito y/o crédito,yes,,4 a 6 cuadras,Automóvil,1,,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"No lo hago,Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),no,no,,4,5,3,60,90,26,Male,cine ,Cinemex ,1 Photo
e679fc68-4760-435f-bd80-d3dc62c5ca27,"November 17, 2022",2022-11-17 18:19:19 UTC,José Oropeza,SRID=4326;POINT(-98.2016617148 19.0439725998),19.0439726,-98.20166171,Efectivo,yes,,más de 10 cuadras,Automóvil,2,,"CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",,"Banco,Supermercado",no,no,,10,7,6,35,35,40,Male,Micro-restaurant (aka. fondita),Las Brisas,1 Photo
2b08d369-d65d-4818-9e02-52aa40c16338,"November 17, 2022",2022-11-17 18:17:47 UTC,Francisco Adán,SRID=4326;POINT(-98.2018944 19.0424098),19.0424098,-98.2018944,Efectivo,yes,,7 a 10 cuadras,Transporte público,1,,CFE,no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,no,,2,5,2,65,30,28,Female,Micro-restaurant (aka. fondita),Panadería Torteria y Pizzas ,1 Photo
48ce8093-9cf2-4822-9b2d-8ce2b2f8efa2,"November 17, 2022",2022-11-17 18:16:15 UTC,José Oropeza,SRID=4326;POINT(-98.2014883427 19.0438778294),19.04387783,-98.20148834,Tarjeta de débito y/o crédito,yes,,4 a 6 cuadras,A pie,3,,"Banco,CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,"Banco,Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,,6,7,4,100,70,31,Male,Micro-restaurant (aka. fondita),Torras 7 Hermanos,1 Photo
5ebb7f04-e7d8-4b10-a892-94e2246647df,"November 17, 2022",2022-11-17 17:59:50 UTC,José Oropeza,SRID=4326;POINT(-98.2017978307 19.0440261445),19.04402614,-98.20179783,Efectivo,yes,,más de 10 cuadras,Automóvil,3,,"Banco,CFE,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua",no,Proveedor de gas,,"Supermercado,Tiendita",,Banco,no,no,,3,2,1,50,45,27,Female,Micro-restaurant (aka. fondita),Fonda Margarita,1 Photo
5f49c776-72df-4ea0-b886-c574fa1b1b36,"November 17, 2022",2022-11-17 17:51:09 UTC,Francisco Adán,SRID=4326;POINT(-98.2014044 19.043087),19.043087,-98.2014044,Tarjeta de débito y/o crédito,yes,,4 a 6 cuadras,Automóvil,1,,CFE,no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Más opciones de comida ,1,2,0,50,25,60,Female,Micro-restaurant (aka. fondita),Bajo el cielo de Jalisco ,1 Photo
70e2e5b8-aea2-434f-ad86-c7408f37b8ae,"November 17, 2022",2022-11-17 17:42:44 UTC,Emilio Garza,SRID=4326;POINT(-98.2000524865 19.0441746634),19.04417466,-98.20005249,Tarjeta de débito y/o crédito,yes,,más de 10 cuadras,Automóvil,4,,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,,1,3,0,50,0,31,Male,Grocery store (aka. nanostore),Ultramarinos la margarita ,
e2f2ec0a-78db-4e61-b152-8bfdc0cefc65,"November 17, 2022",2022-11-17 17:41:26 UTC,José Oropeza,SRID=4326;POINT(-98.2021980624 19.0452159647),19.04521596,-98.20219806,Efectivo,yes,,7 a 10 cuadras,Automóvil,2,,"Banco,CFE,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",,"Banco,Supermercado",no,yes,Recargas,2,6,0,25,25,18,Male,Ice cream ,Michoacacana,
cbec77e6-8a7d-41ba-9e5a-dfe3b7c77ce1,"November 17, 2022",2022-11-17 17:33:01 UTC,Francisco Adán,SRID=4326;POINT(-98.2000983 19.0442409),19.0442409,-98.2000983,Efectivo,yes,,4 a 6 cuadras,Automóvil,2,,Tiendita,,Sistema de agua,yes,Proveedor de gas,yes,"Tienda de conveniencia (e.g. OXXO),Tiendita",,Tienda de conveniencia (e.g. OXXO),no,no,,2,5,0,50,150,58,Male,Grocery store (aka. nanostore),GLOP ,1 Photo
dfa75c6b-b72a-4edc-b757-9bb4e3743a70,"November 17, 2022",2022-11-17 17:30:19 UTC,José Oropeza,SRID=4326;POINT(-98.2000919082 19.0442012075),19.04420121,-98.20009191,Efectivo,yes,,más de 10 cuadras,Automóvil,1,,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,,4,3,0,200,130,27,Male,Dry Cleaner,Tintorería ,
ab9d5795-a581-419e-9e08-4076acd8d5de,"November 16, 2022",2022-11-17 02:52:00 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2317780771 19.0556211266),19.05562113,-98.23177808,Tarjeta de débito y/o crédito,yes,,4 a 6 cuadras,Motocicleta,1,,CFE,,Sistema de agua,no,Proveedor de gas,no,Plan,no,Banco,no,no,,2,4,0,75,150,24,Female,Cafeteria,Bellecour,1 Photo
